id,title,year,place,type,link,image,Filename
mkg-e00140236,Fräulein v. W. während der Taufe durch die Abgesandten des Ägir; Herr der Fluten; auf einer Nordfahrt beim Wendekreis des Steinbocks; unter höchster Spannung von Passagier und Mannschaft.,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c213f896824,mkg-e00140236.m58c213f896824
mkg-e00140237,Schiffspassagiere,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3058fdd1ae,mkg-e00140237.m57d3058fdd1ae
mkg-e00140239,Tanzball,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d30590c61f4,mkg-e00140239.m57d30590c61f4
mkg-e00140240,Tanzball,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d30591c0afc,mkg-e00140240.m57d30591c0afc
mkg-e00140241,Kindersalon des Schnelldampfers Deutschland,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d30592a6a04,mkg-e00140241.m57d30592a6a04
mkg-e00140243,Auf dem Außendeck,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305936b119,mkg-e00140243.m57d305936b119
mkg-e00140244,Schiffsmodell des Imperator,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305941e509,mkg-e00140244.m57d305941e509
mkg-e00140245,The 'Campania.',1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d30594d26c5,mkg-e00140245.m57d30594d26c5
mkg-e00140246,Dampfschiffe Hammonia und Borussia,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059593060,mkg-e00140246.m57d3059593060
mkg-e00140247,Marinegemälde von Willy Stöwer (1911),1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059651525,mkg-e00140247.m57d3059651525
mkg-e00140248,Interieur ,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059737aaf,mkg-e00140248.m57d3059737aaf
mkg-e00140249,Hamburger Wallanlagen. Blick über den Stadtgraben mit Pavillon auf das Strafjustizgebäude,1889,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305985519f,mkg-e00140249.m57d305985519f
mkg-e00140250,Zu den drei Kronen - Vor der Schankwirtschaft Heinrich Schröder,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059966bc8,mkg-e00140250.m57d3059966bc8
mkg-e00140251,Schaulustige,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059abbb41,mkg-e00140251.m57d3059abbb41
mkg-e00140252,Schaulustige,1889,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2140d9ab14,mkg-e00140252.m58c2140d9ab14
mkg-e00140288,Aktstudien von Heinrich Zille,1955,Berlin ,Mappenwerk,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059be7dc7,mkg-e00140288.m57d3059be7dc7
mkg-e00140513,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059d8d891,mkg-e00140513.m57d3059d8d891
mkg-e00140514,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059e9f6f8,mkg-e00140514.m57d3059e9f6f8
mkg-e00140515,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d3059f99e6c,mkg-e00140515.m57d3059f99e6c
mkg-e00140516,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a089195,mkg-e00140516.m57d305a089195
mkg-e00140517,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a16f4a4,mkg-e00140517.m57d305a16f4a4
mkg-e00140518,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a2645c7,mkg-e00140518.m57d305a2645c7
mkg-e00140519,Aktstudie,1940,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a34a6f5,mkg-e00140519.m57d305a34a6f5
mkg-e00140611,Atelier-Szene mit Aktmodell,1950,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a456917,mkg-e00140611.m57d305a456917
mkg-e00140615,Aktstudie,1950,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a541a27,mkg-e00140615.m57d305a541a27
mkg-e00140617,Aktstudie,1950,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a6304a1,mkg-e00140617.m57d305a6304a1
mkg-e00140619,Aktstudie,1950,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a71da68,mkg-e00140619.m57d305a71da68
mkg-e00140620,Aktstudie,1950,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a821844,mkg-e00140620.m57d305a821844
mkg-e00140973,Marktleben auf dem Hopfenmarkt,1940,Hamburg ,Stereofotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305a9200a4,mkg-e00140973.m57d305a9200a4
mkg-e00141739,Italienische Notenhandschrift,1923,null,Buch,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m60150893b7ad7,mkg-e00141739.m60150893b7ad7
mkg-e00141882,Kelmscott Chaucer,1950,Hammersmith Middlesex,Buch,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305aeb3d7a,mkg-e00141882.m57d305aeb3d7a
mkg-e00142812,Einfachpedalharfe,1931,Paris ,Harfe,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5a48e59c7ec10,mkg-e00142812.m5a48e59c7ec10
mkg-e00143626,Frauenbildnis,1949,Ägypten ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214bed7add,mkg-e00143626.m58c214bed7add
mkg-e00144408,Modell Jantzen,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c079b93,mkg-e00144408.m58c214c079b93
mkg-e00144410,Schwarz-weißer Strandanzug aus Wolle,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c201eeb,mkg-e00144410.m58c214c201eeb
mkg-e00144411,Jugendlicher Strandanzug für Motorboot und Wochenende,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c38312c,mkg-e00144411.m58c214c38312c
mkg-e00144413,Praktische; neue Ski-Anzüge,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c50c5aa,mkg-e00144413.m58c214c50c5aa
mkg-e00144415,Praktischer Ski-Anzug aus blauem Ski-Trikot,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c6938a9,mkg-e00144415.m58c214c6938a9
mkg-e00144421,Ski-Anzug aus dunkelblauem Wollstoff; rot gepaspelt,1949,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c832765,mkg-e00144421.m58c214c832765
mkg-e00144423,Hellgraues Jumperkleid,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214c9bea61,mkg-e00144423.m58c214c9bea61
mkg-e00144427,Sandfarbener Mantel mit schwarzem Breitschwanz-Kragen ,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214cb581fd,mkg-e00144427.m58c214cb581fd
mkg-e00144428,Modell im Strickkostüm,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ccdb48a,mkg-e00144428.m58c214ccdb48a
mkg-e00144435,Schwarzer Mantel mit Rotfuchs,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ce6ad96,mkg-e00144435.m58c214ce6ad96
mkg-e00144443,Eleganter gradliniger Mantel aus schwarzer Wolle mit Fuchsbesatz,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214cfed792,mkg-e00144443.m58c214cfed792
mkg-e00144444,Schwarzer Mantel mit Skunkskragen,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d187c9a,mkg-e00144444.m58c214d187c9a
mkg-e00144450,Zartgraues Complet mit passend eingefärbtem Fuchs ,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d310b66,mkg-e00144450.m58c214d310b66
mkg-e00144453,Complet aus meliertem Wollstoff,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d49da3b,mkg-e00144453.m58c214d49da3b
mkg-e00144454,Silberfuchs-Cape,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d632293,mkg-e00144454.m58c214d632293
mkg-e00144457,Elegantes Abendkleid aus hellroter Vistra-Seide,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d7bfbd0,mkg-e00144457.m58c214d7bfbd0
mkg-e00144459,Schwarzes Abendkleid aus Crepe-Satin,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214d94977b,mkg-e00144459.m58c214d94977b
mkg-e00144462,Elegantes Abendkleid aus rosa-schwarz changierendem Taft,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214dad1a32,mkg-e00144462.m58c214dad1a32
mkg-e00144464,Weißer Abendmantel in tunesischem Stil aus Crepe Georgette,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214dc64d05,mkg-e00144464.m58c214dc64d05
mkg-e00144465,Hochsommer-Abendkleid aus bunt geblümtem Chiffon,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214de03364,mkg-e00144465.m58c214de03364
mkg-e00144466,Elegantes weißes Nachmittags-Complet mit kleinem Umhang,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214df92412,mkg-e00144466.m58c214df92412
mkg-e00144467,Modell mit schwarzem Filzhut,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e12fdd2,mkg-e00144467.m58c214e12fdd2
mkg-e00144468,Schicker schwarzer Filzhut mit Straußfeder-Garnierung,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e2a7644,mkg-e00144468.m58c214e2a7644
mkg-e00144469,Gestrickte graue Jacke mit grünen Rändern und Dirndlhut aus grünem Loden,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e43334d,mkg-e00144469.m58c214e43334d
mkg-e00144470,Toque aus dunkellila Filz mit Veilchentuff,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e5c3a12,mkg-e00144470.m58c214e5c3a12
mkg-e00144476,Badeanzug,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e75f4cc,mkg-e00144476.m58c214e75f4cc
mkg-e00144510,Badehose,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214e8f0592,mkg-e00144510.m58c214e8f0592
mkg-e00144512,Badeanzug,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ea99d7c,mkg-e00144512.m58c214ea99d7c
mkg-e00144513,Badeanzug,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ec34b6f,mkg-e00144513.m58c214ec34b6f
mkg-e00144514,Modell im Frühlingskleid,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214edc9986,mkg-e00144514.m58c214edc9986
mkg-e00144516,Modell mit Weinglas,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ef5de72,mkg-e00144516.m58c214ef5de72
mkg-e00144518,Pyjama aus zartrosa Seide mit Spitzenpasse,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f0e08bc,mkg-e00144518.m58c214f0e08bc
mkg-e00144519,Sport- und Reisecomplet aus braunem Rock und gelber Wolljacke,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f274f33,mkg-e00144519.m58c214f274f33
mkg-e00144520,Necessaire und Schmuckkassette für die Reise,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f413215,mkg-e00144520.m58c214f413215
mkg-e00144527,Eleganter Hut aus schwarzem Velours mit roten Federn,1925,Berlin ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f57e9c0,mkg-e00144527.m58c214f57e9c0
mkg-e00144537,Schlafende mit Decke,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f717e02,mkg-e00144537.m58c214f717e02
mkg-e00144539,Paar auf Fahrrädern,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214f878908,mkg-e00144539.m58c214f878908
mkg-e00144540,Modell mit Seidenstrümpfen,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214fa07b65,mkg-e00144540.m58c214fa07b65
mkg-e00144542,Modell mit Seidenstrümpfen auf einem Liegestuhl,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214fb731d3,mkg-e00144542.m58c214fb731d3
mkg-e00144543,Seidenstrümpfe-tragendes Modell auf einer Treppe sitzend,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214fcf2a1d,mkg-e00144543.m58c214fcf2a1d
mkg-e00144546,Neuartiger Büchsenöffner,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214fe67597,mkg-e00144546.m58c214fe67597
mkg-e00144550,Zwei Badeanzüge aus reiner Wolle,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c214ffe848b,mkg-e00144550.m58c214ffe848b
mkg-e00144552,Sporttrikot,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215015c3b6,mkg-e00144552.m58c215015c3b6
mkg-e00144553,Strandcomplet aus weißem Leinen mit rot und grünen Streifen,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21502d2878,mkg-e00144553.m58c21502d2878
mkg-e00144554,Strandkleid aus weißem Leinen mit roten und grünen Streifen,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21504682ab,mkg-e00144554.m58c21504682ab
mkg-e00144556,Jugendlicher rostbrauner Filzhut mit gleichfarbigem Vogelgesteck,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21506145b6,mkg-e00144556.m58c21506145b6
mkg-e00144557,Neuartiger Hut aus schwarzem Samt mit Margeriten aus weißem Ripsband,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21507ba337,mkg-e00144557.m58c21507ba337
mkg-e00144558,Aparter Hut aus hellgelbem Stroh mit dunkelblauem Ripsband,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215092bae1,mkg-e00144558.m58c215092bae1
mkg-e00144559,Elegante Kappe aus schwarzem Samt mit Schleier,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2150aab588,mkg-e00144559.m58c2150aab588
mkg-e00144561,Hut aus schilfgrünem Leinenstroh,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2150c49c7b,mkg-e00144561.m58c2150c49c7b
mkg-e00144591,Aparter Hut aus schwarzem Stroh,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2150dceab8,mkg-e00144591.m58c2150dceab8
mkg-e00144593,Kappe in neuer Form aus Cloque mit einem Rüschenrand aus Lackband,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2150f461c3,mkg-e00144593.m58c2150f461c3
mkg-e00144595,Eleganter Hut aus schwarzer Seide mit Federgesteck,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21510c217e,mkg-e00144595.m58c21510c217e
mkg-e00144596,Kappe aus schwarzem Cellophanstroh,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2151250bf3,mkg-e00144596.m58c2151250bf3
mkg-e00144598,Gerader Hut aus Cellophanstroh mit gleicher Garnitur,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21513d9ef1,mkg-e00144598.m58c21513d9ef1
mkg-e00144599,Elegante Kappe aus braunem Filz mit durchgezogener Strohborte,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215158396a,mkg-e00144599.m58c215158396a
mkg-e00144600,Jugendliche schwarze Kappe mit Soutachebesatz,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215171600c,mkg-e00144600.m58c215171600c
mkg-e00144603,Reizende Kappe aus weißem Ripsband mit Blütentuff und Schleier,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21518a6ef4,mkg-e00144603.m58c21518a6ef4
mkg-e00144604,Grüne Wildlederjacke mit drei Taschen und Persianereinfassung,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2151a3c400,mkg-e00144604.m58c2151a3c400
mkg-e00144607,Aparte Kappe aus braunem Filz mit rot-grünem Federteil,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2151bc5c39,mkg-e00144607.m58c2151bc5c39
mkg-e00144608,Kappe aus blauer Ripsseide und weissem Band,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2151d3f8b2,mkg-e00144608.m58c2151d3f8b2
mkg-e00144609,Braune Filzkappe in jugendlicher Form,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2151ead945,mkg-e00144609.m58c2151ead945
mkg-e00144618,Seidenstrümpfe,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2152046f32,mkg-e00144618.m58c2152046f32
mkg-e00144619,Dame mit Sonnenschirm,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21521eddca,mkg-e00144619.m58c21521eddca
mkg-e00144620,Modell mit Bubikopf-Frisur,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215237afd7,mkg-e00144620.m58c215237afd7
mkg-e00144621,Teekleid aus schwarzer Seide mit weich fließendem langem Ärmel,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215250a48e,mkg-e00144621.m58c215250a48e
mkg-e00144622,Modell mit welliger Kurzhaarfrisur,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2152697a11,mkg-e00144622.m58c2152697a11
mkg-e00144623,Tagesendkleid aus heliotropfarbenem Crepe Georgette,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215283ae33,mkg-e00144623.m58c215283ae33
mkg-e00144624,Elegantes Abendkleid aus schwarzem und weißem Velour-Chiffon,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21529cad8c,mkg-e00144624.m58c21529cad8c
mkg-e00144625,Modell auf einem Balkon,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2152b53a8e,mkg-e00144625.m58c2152b53a8e
mkg-e00144626,Abendmantel aus schwarzem Samt,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2152ce040c,mkg-e00144626.m58c2152ce040c
mkg-e00144627,Eleganter Abendanzug mit Kleid aus schwarzem Moirée und Jacke aus lila Samt,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2152e71806,mkg-e00144627.m58c2152e71806
mkg-e00144628,Abendkleid aus schwarzer Seide mit neuartigem Ärmel und apartem Rückenausschnitt,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215300f140,mkg-e00144628.m58c215300f140
mkg-e00144629,Lila Abendkleid,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153192bd8,mkg-e00144629.m58c2153192bd8
mkg-e00144630,Elegantes Complet aus schwarzem Samt,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153337573,mkg-e00144630.m58c2153337573
mkg-e00144633,Abendkleid aus blauer Seide,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21534c93f1,mkg-e00144633.m58c21534c93f1
mkg-e00144634,Nachmittagskleid aus schwarzer Seide; Hut von Ella Otto,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215365f259,mkg-e00144634.m58c215365f259
mkg-e00144635,Hochsommerkleid aus blau-weißem Imprimée mit Battistgarnitur,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21537e5877,mkg-e00144635.m58c21537e5877
mkg-e00144636,Strandanzug und Strandkleid,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21539841cb,mkg-e00144636.m58c21539841cb
mkg-e00144669,Nachmittagsanzug aus schwarzer Seide mit weißer Garnierung,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153b2f8b5,mkg-e00144669.m58c2153b2f8b5
mkg-e00144670,Elegante Tagesendkleider aus schwarzer Seide,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153cbddd2,mkg-e00144670.m58c2153cbddd2
mkg-e00144671,Eleganter Hut aus schwarzem Samt mit weißem Vogel,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153e481c7,mkg-e00144671.m58c2153e481c7
mkg-e00144672,Gelber Filzhut in neuer Form,1925,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2153fc58dc,mkg-e00144672.m58c2153fc58dc
mkg-e00145374,Bella Donna,1925,Russland ,Plakat,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5ea548d929c51,mkg-e00145374.m5ea548d929c51
mkg-e00145459,Glücksschleuder mit rotem Band,1925,Osaka ,Holzschnitt,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d305d19bf99,mkg-e00145459.m57d305d19bf99
mkg-e00145533,Neuartiger Hut aus blauem Filz ,1933,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21542a32c8,mkg-e00145533.m58c21542a32c8
mkg-e00145541,Julie Norder im Alter von 3 Jahren,1852,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c215441429b,mkg-e00145541.m58c215441429b
mkg-e00145637,Die Tragödin Charlotte Wolter (1834–1897) als Deborah im Hamburger Thalia Theater,1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21545910bc,mkg-e00145637.m58c21545910bc
mkg-e00145788,Hamburg Hafen 1889 Typen schwarzer Schauerleute (Kohlenleute) mit ihren Vicen,1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2154747c62,mkg-e00145788.m58c2154747c62
mkg-e00145789,Hamburg Hafen 1889. Jan Maat mit seinen Leuten; trocknen die Wäsche,1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21548eb982,mkg-e00145789.m58c21548eb982
mkg-e00145791,Hamburg - Hafen 1914 Riesendampfer 'Vaterland' beim Wenden; links die Helgen v. Blohm & Voss,1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2154a92dae,mkg-e00145791.m58c2154a92dae
mkg-e00145792,Flacher Hut aus grobem; stahlblauem Stroh mit gleichfarbiger Feder,1852,null,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2154c0d261,mkg-e00145792.m58c2154c0d261
mkg-e00145802,Hamburg 1900; Doppelschrauben-Schnelldampfer 'Deutschland'; Blick in den 2 Deck hohen Speisesaal mit Table d'hôte u. großem Bronce-Relief 'Aufsteigendes Jahrhundert',1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2154dabda9,mkg-e00145802.m58c2154dabda9
mkg-e00145803,Neuengamme; Kate Nr. 107; Karl Schütt; Achter Wisch,1852,Neuengamme ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2154f5fce7,mkg-e00145803.m58c2154f5fce7
mkg-e00145804,Große St. Michaeliskirche; Brandruine 1906; Turmfassade; gesamt,1852,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155121546,mkg-e00145804.m58c2155121546
mkg-e00145805,Moorfleet Kirche; Blick zum Altar,1852,Moorfleet ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21552ba75d,mkg-e00145805.m58c21552ba75d
mkg-e00145806,Kirche Moorfleet; außen,1896,Moorfleet ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155470a7b,mkg-e00145806.m58c2155470a7b
mkg-e00145829,Kuhmühlenteich und St.-Gertruden-Kirche,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155614ca0,mkg-e00145829.m58c2155614ca0
mkg-e00145833,Die Lütte seute Mina mit Besatzung,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c21557b85cc,mkg-e00145833.m58c21557b85cc
mkg-e00145846,Stückgutumschlag,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155975abb,mkg-e00145846.m58c2155975abb
mkg-e00145847,Stückgutumschlag,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155b3740b,mkg-e00145847.m58c2155b3740b
mkg-e00145848,Stückgutumschlag,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155cddd2e,mkg-e00145848.m58c2155cddd2e
mkg-e00145850,Hamburg-Hafen 1906; 5 Mast-Vollschiff Preußen (Reederei F. Laeisz) Löschen von Salpeter in Säcken aus dem untersten Raum.,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c2155e9d8d1,mkg-e00145850.m58c2155e9d8d1
mkg-e00146165,Im Hamburger Hafen,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5ea55e4b7304e,mkg-e00146165.m5ea55e4b7304e
mkg-e00146168,Ansicht vom Hamburger Hafen,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5ea55e4881acf,mkg-e00146168.m5ea55e4881acf
mkg-e00146169,Bernhard und Lilli Röhrs,1896,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5bd9873373d4c,mkg-e00146169.m5bd9873373d4c
mkg-e00146450,Hamburg; Königstr. 14/16,1920,Hamburg ,Fotografie,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m5ea55c42b0dc6,mkg-e00146450.m5ea55c42b0dc6
